location,size,bhk,floors,furnishing,price
Maharaja Tukoji Rao Holker Cloth Market,500,1,3,Unfurnished,13680000
Maharaja Tukoji Rao Holker Cloth Market,750,2,2,Semi Furnished,21540000
Maharaja Tukoji Rao Holker Cloth Market,750,2,2,Furnished,24380000
Maharaja Tukoji Rao Holker Cloth Market,1500,2,3,Semi Furnished,46230000
Maharaja Tukoji Rao Holker Cloth Market,1500,3,4,Semi Furnished,51740000
Maharaja Tukoji Rao Holker Cloth Market,1500,3,Ground,Furnished,40520000
Kalani Nagar,1200,2,3,Semi Furnished,14200000
Kalani Nagar,750,2,Ground,Furnished,5090000
Kalani Nagar,1500,3,4,Unfurnished,17770000
Kalani Nagar,1200,3,1,Unfurnished,8280000
Kalani Nagar,1200,2,1,Semi Furnished,9160000
Kalani Nagar,750,2,Ground,Semi Furnished,4150000
Kalani Nagar,600,1,2,Furnished,7720000
Kalani Nagar,600,1,4,Unfurnished,6460000
Kalani Nagar,1200,3,2,Furnished,16990000
Kalani Nagar,500,1,Ground,Furnished,3230000
Kalani Nagar,1200,2,Ground,Semi Furnished,6640000
Kalani Nagar,500,1,1,Furnished,4830000
Kalani Nagar,600,1,1,Semi Furnished,4360000
Kalani Nagar,750,1,1,Semi Furnished,5450000
Kalani Nagar,1000,2,3,Unfurnished,9730000
Kalani Nagar,600,1,3,Semi Furnished,6760000
Kalani Nagar,1200,2,2,Unfurnished,9790000
Kalani Nagar,1200,2,3,Furnished,20250000
Kalani Nagar,1000,3,4,Furnished,21200000
Kalani Nagar,600,1,Ground,Furnished,3880000
Kalani Nagar,500,1,4,Semi Furnished,6630000
Kalani Nagar,500,1,3,Furnished,8030000
Kalani Nagar,1000,2,Ground,Unfurnished,5010000
Kalani Nagar,1500,3,2,Unfurnished,12820000
Kalani Nagar,500,1,2,Unfurnished,3880000
Kalani Nagar,600,1,Ground,Unfurnished,2860000
Kalani Nagar,750,2,2,Semi Furnished,7300000
Kalani Nagar,1500,3,3,Furnished,26510000
Kalani Nagar,1200,2,4,Semi Furnished,16720000
Kalani Nagar,1500,2,2,Furnished,20270000
Kalani Nagar,1000,3,2,Semi Furnished,10200000
Kalani Nagar,600,1,1,Furnished,5800000
Indore GPO,500,1,3,Furnished,9120000
Indore GPO,1000,3,2,Furnished,16530000
Indore GPO,500,1,Ground,Unfurnished,3460000
Indore GPO,600,1,4,Semi Furnished,9260000
Indore GPO,1200,3,3,Furnished,24060000
Indore GPO,1500,3,3,Semi Furnished,22160000
Indore GPO,500,1,2,Unfurnished,4960000
Indore GPO,1000,3,3,Semi Furnished,14770000
Indore GPO,1200,3,4,Furnished,28290000
Indore GPO,1500,3,2,Furnished,24800000
Indore GPO,1500,3,Ground,Unfurnished,11430000
Indore GPO,1200,2,1,Unfurnished,10620000
Indore GPO,500,1,1,Furnished,5920000
Indore GPO,1000,2,3,Unfurnished,12000000
Indore GPO,750,2,4,Semi Furnished,12150000
Indore GPO,500,1,4,Unfurnished,6460000
Indore GPO,750,1,2,Unfurnished,7450000
Indore GPO,750,2,1,Semi Furnished,7430000
Indore GPO,1500,2,3,Furnished,28710000
Indore GPO,600,1,2,Unfurnished,5960000
Indore GPO,1500,3,2,Semi Furnished,18860000
Indore GPO,600,1,1,Unfurnished,5060000
Indore GPO,1000,3,4,Furnished,23570000
Indore GPO,750,2,1,Furnished,9320000
Indore GPO,1000,2,4,Unfurnished,13580000
Indore GPO,750,1,Ground,Unfurnished,5200000
Indore GPO,1000,2,Ground,Unfurnished,7280000
Indore GPO,600,1,1,Semi Furnished,5660000
Indore GPO,600,1,3,Semi Furnished,8060000
Indore GPO,600,1,2,Semi Furnished,6860000
Indore GPO,500,1,1,Unfurnished,4220000
Indore GPO,600,1,Ground,Semi Furnished,4460000
Sahara City Homes,600,1,2,Unfurnished,6460000
Sahara City Homes,1500,3,Ground,Furnished,15620000
Sahara City Homes,1000,1,2,Semi Furnished,12270000
Sahara City Homes,500,1,1,Unfurnished,4630000
Sahara City Homes,600,1,2,Furnished,9520000
Sahara City Homes,500,1,3,Furnished,9530000
Sahara City Homes,1500,3,3,Semi Furnished,23540000
Sahara City Homes,750,1,2,Unfurnished,8070000
Sahara City Homes,600,1,Ground,Semi Furnished,4960000
Sahara City Homes,750,1,Ground,Furnished,7100000
Sahara City Homes,1500,3,2,Furnished,26180000
Sahara City Homes,600,1,1,Furnished,7600000
Sahara City Homes,1500,3,3,Furnished,31460000
Sahara City Homes,750,2,1,Semi Furnished,8080000
Sahara City Homes,1500,2,Ground,Unfurnished,12230000
Sahara City Homes,1000,1,3,Semi Furnished,14270000
Sahara City Homes,1200,2,1,Unfurnished,11680000
Sahara City Homes,1500,3,1,Furnished,20900000
Sahara City Homes,600,1,Ground,Furnished,5680000
Sahara City Homes,600,1,Ground,Unfurnished,4660000
Sahara City Homes,750,1,4,Semi Furnished,12200000
Sahara City Homes,1000,2,4,Semi Furnished,17080000
Sahara City Homes,600,1,3,Semi Furnished,8560000
Sahara City Homes,1200,2,Ground,Furnished,11930000
Sahara City Homes,500,1,1,Furnished,6330000
Sahara City Homes,750,2,3,Unfurnished,9660000
Sahara City Homes,1200,3,2,Semi Furnished,16190000
Sahara City Homes,600,1,3,Furnished,11440000
Sahara City Homes,600,1,2,Semi Furnished,7360000
Sahara City Homes,600,1,4,Semi Furnished,9760000
Sahara City Homes,500,1,Ground,Semi Furnished,4130000
Sahara City Homes,500,1,4,Semi Furnished,8130000
Harnya Khedi,750,2,2,Furnished,10510000
Harnya Khedi,500,1,4,Unfurnished,5620000
Harnya Khedi,1200,2,1,Unfurnished,8500000
Harnya Khedi,500,1,3,Unfurnished,4880000
Harnya Khedi,500,1,1,Semi Furnished,3880000
Harnya Khedi,1500,3,3,Unfurnished,16090000
Harnya Khedi,600,1,2,Semi Furnished,5850000
Harnya Khedi,500,1,1,Unfurnished,3380000
Harnya Khedi,600,1,2,Unfurnished,4950000
Harnya Khedi,1000,2,1,Semi Furnished,8140000
Harnya Khedi,1200,2,2,Semi Furnished,12280000
Harnya Khedi,750,2,Ground,Unfurnished,4130000
Harnya Khedi,1200,2,3,Semi Furnished,14800000
Harnya Khedi,1000,3,2,Furnished,14690000
Harnya Khedi,500,1,Ground,Semi Furnished,2880000
Harnya Khedi,600,1,1,Furnished,6090000
Harnya Khedi,1500,2,4,Semi Furnished,21660000
Harnya Khedi,1000,1,4,Furnished,19750000
Harnya Khedi,1500,2,2,Unfurnished,12990000
Harnya Khedi,600,1,3,Semi Furnished,7050000
Harnya Khedi,750,2,3,Semi Furnished,9250000
Harnya Khedi,500,1,2,Semi Furnished,4880000
Harnya Khedi,750,2,2,Unfurnished,6500000
Harnya Khedi,750,1,Ground,Semi Furnished,4310000
Harnya Khedi,1000,2,Ground,Unfurnished,5510000
Harnya Khedi,1000,2,3,Semi Furnished,12340000
Harnya Khedi,1000,3,3,Unfurnished,10720000
Harnya Khedi,600,1,Ground,Furnished,4170000
Harnya Khedi,600,1,1,Semi Furnished,4650000
Harnya Khedi,500,1,4,Furnished,9880000
Harnya Khedi,500,1,4,Semi Furnished,6880000
Harnya Khedi,1200,3,4,Semi Furnished,18150000
Rambag,750,1,3,Furnished,52100000
Rambag,600,1,Ground,Unfurnished,34900000
Rambag,1500,2,3,Unfurnished,98700000
Rambag,500,1,1,Semi Furnished,30330000
Rambag,1000,2,1,Furnished,66220000
Rambag,750,1,3,Semi Furnished,48500000
Rambag,750,1,1,Unfurnished,44750000
Rambag,500,1,2,Semi Furnished,31330000
Rambag,1200,2,1,Unfurnished,75180000
Rambag,1500,2,2,Furnished,104370000
Rambag,600,1,1,Semi Furnished,36400000
Rambag,1500,3,3,Furnished,114620000
Rambag,500,1,2,Furnished,33130000
Rambag,600,1,Ground,Furnished,35920000
Rambag,1500,3,Ground,Furnished,98780000
Rambag,500,1,Ground,Semi Furnished,29330000
Rambag,1200,3,4,Unfurnished,84700000
Rambag,500,1,3,Semi Furnished,32330000
Rambag,600,1,3,Semi Furnished,38800000
Rambag,1000,1,2,Furnished,66270000
Rambag,1000,2,3,Furnished,72940000
Rambag,750,1,2,Unfurnished,45870000
Rambag,600,1,2,Unfurnished,36700000
Rambag,500,1,3,Unfurnished,31330000
Rambag,500,1,Ground,Furnished,29930000
Rambag,1200,3,1,Furnished,83250000
Rambag,1000,1,3,Unfurnished,62670000
Rambag,1500,2,1,Semi Furnished,95550000
Rambag,1500,3,1,Furnished,104060000
Rambag,750,1,4,Unfurnished,48120000
Rambag,1000,1,2,Unfurnished,61170000
Rambag,500,1,3,Furnished,34730000
Dehri,1000,2,Ground,Semi Furnished,4830000
Dehri,750,1,4,Unfurnished,7580000
Dehri,1200,3,Ground,Semi Furnished,6070000
Dehri,1000,3,2,Furnished,13420000
Dehri,600,1,3,Furnished,9240000
Dehri,500,1,4,Semi Furnished,6300000
Dehri,1200,2,2,Furnished,15370000
Dehri,1200,3,Ground,Furnished,7660000
Dehri,600,1,4,Semi Furnished,7560000
Dehri,1000,2,4,Semi Furnished,13230000
Dehri,1500,3,4,Semi Furnished,20790000
Dehri,1200,2,1,Semi Furnished,8320000
Dehri,500,1,Ground,Unfurnished,2050000
Dehri,1000,1,1,Furnished,9000000
Dehri,750,2,Ground,Semi Furnished,3620000
Dehri,600,1,4,Furnished,11160000
Dehri,1200,3,1,Furnished,11880000
Dehri,600,1,Ground,Semi Furnished,2760000
Dehri,1500,3,1,Furnished,14850000
Dehri,1000,1,3,Furnished,15400000
Dehri,1200,2,1,Unfurnished,7060000
Dehri,600,1,2,Unfurnished,4260000
Dehri,750,1,3,Semi Furnished,7950000
Dehri,600,1,Ground,Furnished,3480000
Dehri,1500,3,1,Unfurnished,9240000
Dehri,600,1,1,Furnished,5400000
Dehri,1200,2,4,Semi Furnished,15880000
Dehri,750,1,2,Furnished,9150000
Dehri,500,1,1,Semi Furnished,3300000
Dehri,500,1,1,Unfurnished,2800000
Dehri,1000,3,2,Unfurnished,7810000
Dehri,750,1,2,Unfurnished,5320000
Goyal Vihar,500,1,Ground,Furnished,6070000
Goyal Vihar,1500,3,4,Unfurnished,27130000
Goyal Vihar,750,1,2,Semi Furnished,11210000
Goyal Vihar,600,1,Ground,Furnished,7290000
Goyal Vihar,1200,2,4,Furnished,31430000
Goyal Vihar,1200,2,Ground,Unfurnished,13160000
Goyal Vihar,500,1,2,Unfurnished,6720000
Goyal Vihar,1000,3,Ground,Semi Furnished,12040000
Goyal Vihar,500,1,2,Furnished,9270000
Goyal Vihar,1500,3,1,Furnished,25320000
Goyal Vihar,1200,3,2,Furnished,24480000
Goyal Vihar,1500,3,1,Semi Furnished,21360000
Goyal Vihar,600,1,2,Semi Furnished,8970000
Goyal Vihar,500,1,4,Furnished,12470000
Goyal Vihar,750,2,4,Semi Furnished,14920000
Goyal Vihar,500,1,1,Unfurnished,5970000
Goyal Vihar,750,1,4,Furnished,18710000
Goyal Vihar,600,1,4,Unfurnished,9870000
Goyal Vihar,600,1,Ground,Semi Furnished,6570000
Goyal Vihar,1000,2,4,Semi Furnished,19890000
Goyal Vihar,600,1,3,Unfurnished,8970000
Goyal Vihar,750,1,3,Unfurnished,11210000
Goyal Vihar,500,1,4,Unfurnished,8220000
Goyal Vihar,500,1,1,Furnished,7670000
Goyal Vihar,1500,2,Ground,Unfurnished,16450000
Goyal Vihar,750,2,3,Furnished,17120000
Goyal Vihar,1000,2,Ground,Unfurnished,10970000
Goyal Vihar,1200,3,1,Unfurnished,15770000
Goyal Vihar,1200,3,2,Semi Furnished,19730000
Goyal Vihar,750,1,1,Semi Furnished,9710000
Goyal Vihar,500,1,3,Unfurnished,7470000
Goyal Vihar,500,1,3,Semi Furnished,8470000
Datoda,1500,2,Ground,Furnished,9960000
Datoda,500,1,1,Semi Furnished,3560000
Datoda,600,1,2,Furnished,7640000
Datoda,1200,2,3,Semi Furnished,14020000
Datoda,1200,2,4,Furnished,24100000
Datoda,750,2,2,Unfurnished,6000000
Datoda,1200,3,4,Unfurnished,14030000
Datoda,750,1,3,Semi Furnished,8340000
Datoda,1000,2,2,Semi Furnished,9580000
Datoda,1500,3,1,Semi Furnished,11760000
Datoda,600,1,Ground,Semi Furnished,3080000
Datoda,1500,2,4,Furnished,30120000
Datoda,750,2,4,Unfurnished,8370000
Datoda,500,1,4,Unfurnished,5310000
Datoda,750,1,2,Semi Furnished,6840000
Datoda,1500,3,4,Semi Furnished,21660000
Datoda,600,1,1,Furnished,5720000
Datoda,500,1,3,Furnished,7960000
Datoda,1000,2,2,Furnished,13360000
Datoda,500,1,1,Furnished,4760000
Datoda,1000,2,4,Furnished,20080000
Datoda,600,1,3,Semi Furnished,6680000
Datoda,750,2,4,Furnished,15060000
Datoda,1500,2,1,Furnished,15000000
Datoda,500,1,1,Unfurnished,3060000
Datoda,600,1,1,Unfurnished,3680000
Datoda,1000,1,Ground,Furnished,6320000
Datoda,1200,3,Ground,Furnished,8350000
Datoda,750,1,4,Semi Furnished,9840000
Datoda,500,1,3,Semi Furnished,5560000
Datoda,1200,3,2,Furnished,16800000
Datoda,600,1,2,Semi Furnished,5480000
Nandanvan Colony,1500,2,2,Furnished,22490000
Nandanvan Colony,500,1,1,Unfurnished,3840000
Nandanvan Colony,500,1,1,Semi Furnished,4340000
Nandanvan Colony,600,1,Ground,Semi Furnished,4010000
Nandanvan Colony,500,1,4,Unfurnished,6090000
Nandanvan Colony,1000,1,4,Furnished,20680000
Nandanvan Colony,600,1,1,Furnished,6650000
Nandanvan Colony,1000,2,1,Semi Furnished,9120000
Nandanvan Colony,1000,1,Ground,Unfurnished,6180000
Nandanvan Colony,1000,1,4,Unfurnished,12180000
Nandanvan Colony,750,2,1,Unfurnished,6050000
Nandanvan Colony,1500,2,Ground,Unfurnished,9740000
Nandanvan Colony,600,1,2,Furnished,8570000
Nandanvan Colony,750,1,3,Semi Furnished,9510000
Nandanvan Colony,500,1,2,Furnished,7140000
Nandanvan Colony,1000,3,Ground,Semi Furnished,7350000
Nandanvan Colony,1000,1,2,Furnished,14280000
Nandanvan Colony,1200,2,2,Semi Furnished,13460000
Nandanvan Colony,1200,3,2,Unfurnished,12120000
Nandanvan Colony,1000,2,2,Unfurnished,9640000
Nandanvan Colony,500,1,Ground,Unfurnished,3090000
Nandanvan Colony,1000,3,2,Semi Furnished,11750000
Nandanvan Colony,1200,2,1,Furnished,13960000
Nandanvan Colony,500,1,Ground,Semi Furnished,3340000
Nandanvan Colony,600,1,3,Furnished,10490000
Nandanvan Colony,1500,2,Ground,Semi Furnished,10520000
Nandanvan Colony,1200,3,3,Semi Furnished,16740000
Nandanvan Colony,600,1,3,Unfurnished,6410000
Nandanvan Colony,500,1,2,Unfurnished,4590000
Nandanvan Colony,500,1,4,Semi Furnished,7340000
Nandanvan Colony,1500,3,Ground,Furnished,13010000
Nandanvan Colony,750,1,4,Furnished,15510000
Scheme No 51,500,1,2,Semi Furnished,5060000
Scheme No 51,1000,1,4,Furnished,20110000
Scheme No 51,750,2,1,Semi Furnished,6390000
Scheme No 51,1000,1,3,Semi Furnished,12110000
Scheme No 51,1500,2,1,Furnished,16560000
Scheme No 51,750,2,2,Furnished,10800000
Scheme No 51,1500,2,1,Unfurnished,11200000
Scheme No 51,1000,3,Ground,Furnished,8040000
Scheme No 51,600,1,Ground,Semi Furnished,3670000
Scheme No 51,1000,3,4,Semi Furnished,15520000
Scheme No 51,1000,3,Ground,Unfurnished,6170000
Scheme No 51,750,1,3,Semi Furnished,9080000
Scheme No 51,1500,2,4,Furnished,31680000
Scheme No 51,750,2,3,Unfurnished,7960000
Scheme No 51,1200,3,Ground,Furnished,9650000
Scheme No 51,750,2,Ground,Semi Furnished,4810000
Scheme No 51,500,1,3,Semi Furnished,6060000
Scheme No 51,1200,3,1,Semi Furnished,10710000
Scheme No 51,1200,3,Ground,Semi Furnished,8070000
Scheme No 51,1200,2,3,Furnished,21310000
Scheme No 51,1200,3,4,Furnished,26550000
Scheme No 51,1000,3,1,Semi Furnished,8920000
Scheme No 51,600,1,1,Unfurnished,4270000
Scheme No 51,750,2,1,Unfurnished,5600000
Scheme No 51,1200,2,Ground,Unfurnished,7070000
Scheme No 51,1500,3,4,Unfurnished,19160000
Scheme No 51,600,1,1,Furnished,6310000
Scheme No 51,1000,2,2,Furnished,14400000
Scheme No 51,600,1,2,Furnished,8230000
Scheme No 51,1200,3,2,Furnished,18100000
Scheme No 51,600,1,Ground,Unfurnished,3370000
Scheme No 51,750,1,4,Unfurnished,8710000
Omex City,1200,2,3,Unfurnished,16620000
Omex City,1000,1,4,Furnished,23190000
Omex City,1500,2,Ground,Unfurnished,13690000
Omex City,1500,3,4,Unfurnished,24240000
Omex City,1000,2,1,Furnished,14270000
Omex City,500,1,3,Semi Furnished,7600000
Omex City,600,1,1,Unfurnished,6110000
Omex City,500,1,2,Semi Furnished,6600000
Omex City,500,1,4,Furnished,11600000
Omex City,750,2,Ground,Semi Furnished,7240000
Omex City,750,2,2,Furnished,13220000
Omex City,750,1,Ground,Unfurnished,6520000
Omex City,600,1,Ground,Semi Furnished,5510000
Omex City,1500,3,Ground,Semi Furnished,15160000
Omex City,1500,3,4,Furnished,38260000
Omex City,1000,3,Ground,Unfurnished,9560000
Omex City,1500,2,3,Furnished,31480000
Omex City,1000,3,2,Unfurnished,12860000
Omex City,1200,2,1,Semi Furnished,14100000
Omex City,500,1,2,Furnished,8400000
Omex City,1200,3,4,Semi Furnished,22690000
Omex City,750,2,2,Semi Furnished,10390000
Omex City,600,1,2,Semi Furnished,7910000
Omex City,500,1,1,Furnished,6800000
Omex City,1000,3,3,Semi Furnished,16710000
Omex City,1500,3,2,Unfurnished,19290000
Omex City,750,2,4,Unfurnished,11570000
Omex City,1000,2,4,Unfurnished,15420000
Omex City,600,1,3,Furnished,11990000
Omex City,600,1,4,Furnished,13910000
Omex City,600,1,4,Semi Furnished,10310000
Omex City,600,1,Ground,Furnished,6230000
Mahal Kacheri,1200,2,Ground,Unfurnished,7820000
Mahal Kacheri,1200,2,3,Semi Furnished,16010000
Mahal Kacheri,750,2,Ground,Unfurnished,4890000
Mahal Kacheri,1500,3,2,Unfurnished,15190000
Mahal Kacheri,1200,2,3,Furnished,22060000
Mahal Kacheri,600,1,4,Unfurnished,7320000
Mahal Kacheri,600,1,2,Unfurnished,5520000
Mahal Kacheri,1000,3,Ground,Furnished,8700000
Mahal Kacheri,1000,1,4,Furnished,20700000
Mahal Kacheri,750,1,Ground,Furnished,5930000
Mahal Kacheri,1000,3,1,Semi Furnished,9580000
Mahal Kacheri,1500,3,1,Unfurnished,12710000
Mahal Kacheri,1200,2,2,Furnished,18020000
Mahal Kacheri,1500,3,4,Semi Furnished,24260000
Mahal Kacheri,750,1,3,Semi Furnished,9530000
Mahal Kacheri,1200,3,2,Unfurnished,12150000
Mahal Kacheri,1200,2,1,Unfurnished,9710000
Mahal Kacheri,1500,2,2,Furnished,22530000
Mahal Kacheri,1000,2,2,Semi Furnished,11240000
Mahal Kacheri,600,1,3,Furnished,10500000
Mahal Kacheri,500,1,4,Furnished,10350000
Mahal Kacheri,750,1,1,Semi Furnished,6530000
Mahal Kacheri,1000,1,Ground,Unfurnished,6200000
Mahal Kacheri,600,1,1,Unfurnished,4620000
Mahal Kacheri,1200,3,1,Furnished,14660000
Mahal Kacheri,500,1,4,Semi Furnished,7350000
Mahal Kacheri,750,2,4,Unfurnished,9610000
Mahal Kacheri,500,1,4,Unfurnished,6100000
Mahal Kacheri,750,1,2,Semi Furnished,8030000
Mahal Kacheri,1500,2,2,Semi Furnished,16860000
Mahal Kacheri,1000,3,4,Semi Furnished,16180000
Mahal Kacheri,750,1,3,Furnished,13130000
Kordia Barda,1000,2,1,Semi Furnished,9670000
Kordia Barda,500,1,2,Unfurnished,4850000
Kordia Barda,500,1,1,Semi Furnished,4600000
Kordia Barda,1000,2,2,Furnished,15550000
Kordia Barda,750,2,Ground,Furnished,6620000
Kordia Barda,1200,3,1,Furnished,15320000
Kordia Barda,1500,2,3,Furnished,28360000
Kordia Barda,600,1,3,Furnished,10800000
Kordia Barda,750,1,3,Unfurnished,8410000
Kordia Barda,500,1,2,Semi Furnished,5600000
Kordia Barda,600,1,3,Unfurnished,6720000
Kordia Barda,600,1,2,Semi Furnished,6720000
Kordia Barda,500,1,4,Unfurnished,6350000
Kordia Barda,600,1,2,Furnished,8880000
Kordia Barda,1000,1,2,Unfurnished,9710000
Kordia Barda,500,1,Ground,Unfurnished,3350000
Kordia Barda,500,1,Ground,Semi Furnished,3600000
Kordia Barda,1000,3,Ground,Semi Furnished,7930000
Kordia Barda,1000,1,2,Semi Furnished,11210000
Kordia Barda,500,1,3,Furnished,9000000
Kordia Barda,1500,2,3,Unfurnished,17650000
Kordia Barda,1000,1,1,Unfurnished,8210000
Kordia Barda,500,1,1,Unfurnished,4100000
Kordia Barda,600,1,Ground,Unfurnished,4020000
Kordia Barda,1000,2,1,Furnished,12190000
Kordia Barda,1500,3,Ground,Semi Furnished,11890000
Kordia Barda,1000,2,4,Semi Furnished,15970000
Kordia Barda,750,2,4,Furnished,16700000
Kordia Barda,1500,3,1,Semi Furnished,15190000
Kordia Barda,750,1,2,Semi Furnished,8410000
Kordia Barda,750,1,1,Furnished,8710000
Kordia Barda,600,1,3,Semi Furnished,7920000
Limboda Gari,1500,3,Ground,Semi Furnished,10090000
Limboda Gari,1500,3,4,Unfurnished,19170000
Limboda Gari,750,2,3,Unfurnished,7970000
Limboda Gari,600,1,Ground,Furnished,4390000
Limboda Gari,1500,2,1,Furnished,16560000
Limboda Gari,1000,3,4,Furnished,22130000
Limboda Gari,1500,3,1,Semi Furnished,13390000
Limboda Gari,1200,3,3,Furnished,22330000
Limboda Gari,500,1,1,Furnished,5260000
Limboda Gari,750,2,1,Furnished,8280000
Limboda Gari,1000,1,4,Semi Furnished,14120000
Limboda Gari,1200,2,2,Furnished,17280000
Limboda Gari,1000,1,3,Furnished,16920000
Limboda Gari,1200,2,4,Semi Furnished,17790000
Limboda Gari,500,1,3,Furnished,8460000
Limboda Gari,750,1,Ground,Furnished,5490000
Limboda Gari,1000,2,2,Semi Furnished,10620000
Limboda Gari,1000,3,1,Semi Furnished,8930000
Limboda Gari,1200,3,2,Semi Furnished,13350000
Limboda Gari,1200,2,Ground,Semi Furnished,7710000
Limboda Gari,750,1,2,Furnished,10290000
Limboda Gari,600,1,1,Unfurnished,4270000
Limboda Gari,1200,2,Ground,Unfurnished,7080000
Limboda Gari,750,2,1,Unfurnished,5600000
Limboda Gari,1200,3,4,Unfurnished,15330000
Limboda Gari,500,1,4,Unfurnished,5810000
Limboda Gari,1200,3,Ground,Furnished,9660000
Limboda Gari,500,1,Ground,Unfurnished,2810000
Limboda Gari,500,1,Ground,Semi Furnished,3060000
Limboda Gari,1200,2,3,Semi Furnished,15270000
Limboda Gari,750,1,3,Semi Furnished,9090000
Limboda Gari,1500,2,1,Unfurnished,11210000
Palasia,1000,3,Ground,Semi Furnished,9540000
Palasia,1200,2,4,Furnished,28570000
Palasia,1200,2,1,Semi Furnished,13450000
Palasia,1200,3,Ground,Semi Furnished,11450000
Palasia,1200,2,2,Unfurnished,14080000
Palasia,1500,2,Ground,Furnished,15550000
Palasia,750,1,Ground,Semi Furnished,6510000
Palasia,500,1,2,Unfurnished,5590000
Palasia,600,1,2,Furnished,9760000
Palasia,600,1,3,Semi Furnished,8800000
Palasia,1000,2,4,Furnished,23810000
Palasia,1200,3,1,Furnished,17260000
Palasia,600,1,4,Furnished,13600000
Palasia,600,1,1,Semi Furnished,6400000
Palasia,750,1,3,Furnished,14610000
Palasia,1000,3,1,Furnished,14380000
Palasia,750,1,Ground,Unfurnished,6130000
Palasia,1500,2,3,Semi Furnished,23110000
Palasia,1200,3,2,Semi Furnished,16730000
Palasia,500,1,4,Furnished,11340000
Palasia,1500,3,1,Furnished,21570000
Palasia,1200,3,3,Semi Furnished,19370000
Palasia,750,1,2,Semi Furnished,9510000
Palasia,600,1,Ground,Furnished,5920000
Palasia,750,1,Ground,Furnished,7410000
Palasia,750,2,2,Furnished,12820000
Palasia,600,1,3,Unfurnished,7600000
Palasia,1500,3,4,Semi Furnished,27510000
Palasia,600,1,2,Unfurnished,6700000
Palasia,600,1,1,Furnished,7840000
Palasia,750,2,4,Semi Furnished,13130000
Palasia,1000,1,4,Semi Furnished,16680000
Bhangya,1200,3,3,Unfurnished,15540000
Bhangya,1000,2,4,Semi Furnished,16560000
Bhangya,1500,2,4,Furnished,34300000
Bhangya,500,1,1,Furnished,6090000
Bhangya,1000,1,4,Unfurnished,13280000
Bhangya,500,1,3,Semi Furnished,6890000
Bhangya,1500,2,1,Unfurnished,13820000
Bhangya,500,1,4,Semi Furnished,7890000
Bhangya,600,1,1,Semi Furnished,5870000
Bhangya,600,1,3,Semi Furnished,8270000
Bhangya,1000,3,2,Furnished,16910000
Bhangya,1500,2,2,Semi Furnished,18550000
Bhangya,1000,1,3,Unfurnished,11780000
Bhangya,750,1,Ground,Furnished,6730000
Bhangya,750,1,2,Unfurnished,7710000
Bhangya,600,1,3,Furnished,11150000
Bhangya,500,1,4,Furnished,10890000
Bhangya,750,2,3,Unfurnished,9270000
Bhangya,1200,2,2,Unfurnished,12950000
Bhangya,1500,2,3,Semi Furnished,21700000
Bhangya,1200,2,3,Semi Furnished,17360000
Bhangya,600,1,1,Furnished,7310000
Bhangya,1500,2,4,Unfurnished,20910000
Bhangya,600,1,Ground,Unfurnished,4370000
Bhangya,750,2,4,Unfurnished,10450000
Bhangya,1000,1,Ground,Furnished,8980000
Bhangya,1200,3,1,Furnished,16070000
Bhangya,1500,3,2,Unfurnished,16960000
Bhangya,1000,3,2,Semi Furnished,12950000
Bhangya,600,1,4,Semi Furnished,9470000
Bhangya,1500,3,1,Furnished,20090000
Bhangya,1200,3,1,Semi Furnished,12900000
Sonway,1000,2,4,Unfurnished,11290000
Sonway,600,1,3,Furnished,9630000
Sonway,750,1,1,Unfurnished,4690000
Sonway,1500,2,2,Unfurnished,12210000
Sonway,1200,2,3,Semi Furnished,14180000
Sonway,1500,3,4,Semi Furnished,21860000
Sonway,1000,2,Ground,Furnished,6770000
Sonway,750,2,4,Furnished,15160000
Sonway,1200,2,2,Semi Furnished,11660000
Sonway,1000,2,2,Unfurnished,8140000
Sonway,1500,3,3,Semi Furnished,18560000
Sonway,500,1,4,Unfurnished,5380000
Sonway,500,1,1,Furnished,4820000
Sonway,750,2,1,Furnished,7600000
Sonway,500,1,3,Unfurnished,4620000
Sonway,1000,2,1,Semi Furnished,7610000
Sonway,1500,3,3,Furnished,26480000
Sonway,1500,2,1,Semi Furnished,11420000
Sonway,1000,2,1,Furnished,10130000
Sonway,750,1,2,Furnished,9640000
Sonway,750,2,4,Semi Furnished,10430000
Sonway,750,1,Ground,Unfurnished,3560000
Sonway,1000,1,2,Semi Furnished,9250000
Sonway,1000,1,2,Furnished,12850000
Sonway,600,1,2,Unfurnished,4650000
Sonway,1200,3,4,Unfurnished,14190000
Sonway,500,1,1,Unfurnished,3120000
Sonway,1000,2,Ground,Semi Furnished,5510000
Sonway,1500,3,4,Unfurnished,17740000
Sonway,750,2,3,Furnished,12640000
Sonway,1500,3,Ground,Unfurnished,7840000
Sonway,500,1,2,Semi Furnished,4620000
Anurag Nagar,600,1,3,Furnished,11930000
Anurag Nagar,750,1,3,Semi Furnished,11310000
Anurag Nagar,1000,1,2,Unfurnished,11580000
Anurag Nagar,1200,2,3,Semi Furnished,19000000
Anurag Nagar,750,1,4,Unfurnished,10940000
Anurag Nagar,1200,2,Ground,Unfurnished,10810000
Anurag Nagar,1200,2,1,Furnished,16980000
Anurag Nagar,1200,2,4,Semi Furnished,21520000
Anurag Nagar,1000,2,1,Semi Furnished,11630000
Anurag Nagar,1000,1,3,Furnished,19880000
